IoC,Type
calendly-director.com,Domain
calendlydaily.world,Domain
calendlydocker.com,Domain
debank-extension.world,Domain
debank.click,Domain
debank.sbs,Domain
deepseek-ai.link,Domain
earthvpn.top,Domain
flight-radar.life,Domain
forti-vpn.com,Domain
fortivnp.com,Domain
infograph.top,Domain
iron-tunnel.com,Domain
irontunnel.world,Domain
madgicx-plus.com,Domain
madgicxads.world,Domain
orchid-vpn.com,Domain
raccoon-vpn.world,Domain
similar-net.com,Domain
soul-vpn.com,Domain
whale-alert.life,Domain
whale-alerts.org,Domain
workfront-plus.com,Domain
youtube-vision.com,Domain
youtube-vision.world,Domain
