IoC,Type
192.210.201.57,IP
107.175.31.187,IP
b06fe78aad12f615595040308affc0d8,FileHash1
c7603f1da9d5ebb35076f285eb374ba6,FileHash1
fdfd9e702f54e28dc2ca5f7c04bf1c8f,FileHash1
ur8ly.com,Domain
