IoC,Type
cisco-helpdesk.cf ,Domain
ciscovpn1.com ,Domain
ciscovpn2.com ,Domain
ciscovpn3.com ,Domain
devcisco.com ,Domain
devciscoprograms.com ,Domain
helpzonecisco.com ,Domain
kazaboldu.net ,Domain
mycisco.cf ,Domain
mycisco.gq ,Domain
mycisco-helpdesk.ml ,Domain
primecisco.com ,Domain
pwresetcisco.com  ,Domain
184a2570d71eedc3c77b63fd9d2a066cd025d20ceef0f75d428c6f7e5c6965f3 ,FileHash3
2fc5bf9edcfa19d48e235315e8f571638c99a1220be867e24f3965328fe94a03 ,FileHash3
542c9da985633d027317e9a226ee70b4f0742dcbc59dfd2d4e59977bb870058d ,FileHash3
61176a5756c7b953bc31e5a53580d640629980a344aa5ff147a20fb7d770b610 ,FileHash3
753952aed395ea845c52e3037f19738cfc9a415070515de277e1a1baeff20647 ,FileHash3
8df89eef51cdf43b2a992ade6ad998b267ebb5e61305aeb765e4232e66eaf79a ,FileHash3
8e5733484982d0833abbd9c73a05a667ec2d9d005bbf517b1c8cd4b1daf57190 ,FileHash3
99be6e7e31f0a1d7eebd1e45ac3b9398384c1f0fa594565137abb14dc28c8a7f ,FileHash3
bb62138d173de997b36e9b07c20b2ca13ea15e9e6cd75ea0e8162e0d3ded83b7 ,FileHash3
eb3452c64970f805f1448b78cd3c05d851d758421896edd5dfbe68e08e783d18,FileHash3
104.131.30.201 ,IP
108.191.224.47 ,IP
131.150.216.118 ,IP
134.209.88.140 ,IP
138.68.227.71 ,IP
139.177.192.145 ,IP
139.60.160.20 ,IP
139.60.161.99 ,IP
143.198.110.248 ,IP
143.198.131.210 ,IP
159.65.246.188 ,IP
161.35.137.163 ,IP
162.33.177.27 ,IP
162.33.178.244 ,IP
162.33.179.17 ,IP
165.227.219.211 ,IP
165.227.23.218 ,IP
165.232.154.73 ,IP
166.205.190.23 ,IP
167.99.160.91 ,IP
172.56.42.39 ,IP
172.58.220.52 ,IP
172.58.239.34 ,IP
174.205.239.164 ,IP
176.59.109.115 ,IP
178.128.171.206 ,IP
185.220.100.244 ,IP
185.220.101.10 ,IP
185.220.101.13 ,IP
185.220.101.15 ,IP
185.220.101.16 ,IP
185.220.101.2 ,IP
185.220.101.20 ,IP
185.220.101.34 ,IP
185.220.101.45 ,IP
185.220.101.6 ,IP
185.220.101.65 ,IP
185.220.101.73 ,IP
185.220.101.79 ,IP
185.220.102.242 ,IP
185.220.102.250 ,IP
192.241.133.130 ,IP
194.165.16.98 ,IP
195.149.87.136 ,IP
24.6.144.43 ,IP
45.145.67.170 ,IP
45.227.255.215 ,IP
45.32.141.138 ,IP
45.32.228.189 ,IP
45.32.228.190 ,IP
45.55.36.143 ,IP
45.61.136.207 ,IP
45.61.136.5 ,IP
45.61.136.83 ,IP
46.161.27.117 ,IP
5.165.200.7 ,IP
52.154.0.241 ,IP
64.227.0.177 ,IP
64.4.238.56 ,IP
65.188.102.43 ,IP
66.42.97.210 ,IP
67.171.114.251 ,IP
68.183.200.63 ,IP
68.46.232.60 ,IP
73.153.192.98 ,IP
74.119.194.203 ,IP
74.119.194.4 ,IP
76.22.236.142 ,IP
82.116.32.77 ,IP
87.251.67.41 ,IP
94.142.241.194,IP
