IoC,Type
mail-files-open-preview.com,Domain
mail-sessionexpired.com,Domain
mailbox-owa-bd.com,Domain
nepal-mofa.com,Domain
alitcn.mail-files-open-preview.com,Domain
all-files.mail-sessionexpired.com,Domain
app-all.mail-files-open-preview.com,Domain
attachments-secure-check.mail-files-open-preview.com,Domain
coremail-downloads.mail-files-open-preview.com,Domain
coremail-files-downloads.mail-files-open-preview.com,Domain
download-all.mail-files-open-preview.com,Domain
download-attachments.mail-files-open-preview.com,Domain
mod.gov.cn.inviation.mail-files-open-preview.com,Domain
navy.lk.mails-gov.com,Domain
netease-secure.mail-files-open-preview.com,Domain
never-giveup.mail-downloadfiles.com,Domain
pla-navy-seecure-drive.mail-files-open-preview.com,Domain
preview-files-login.mail-sessionexpired.com,Domain
proposal-pdf-login.mail-sessionexpired.com,Domain
securitychallenge-cetci.mail-sessionexpired.com,Domain
