IoC,Type
ip.pr-cy.hacklix.com,Domain
mx4.beavis99.com,Domain
quadoil.ru,Domain
asdfsdfjrmail.net,Domain
lakeflex.ru,Domain
fremail.hu,Domain
retrmailse.com,Domain
tewizu.com,Domain
