IoC,Type
192.225.226.217,IP
103.108.192.238,IP
103.108.67.153,IP
103.149.90.235,IP
108.61.178.125,IP
CVE-2021-26855,Vuln
CVE-2021-34473,Vuln
0b980e7a5dd5df0d6f07aabd6e7e9fc2e3c9e156ef8c0a62a0e20cd23c333373,FileHash3
0e0b5c5c5d569e2ac8b70ace920c9f483f8d25aae7769583a721b202bcc0778f,FileHash3
0f72e9eb5201b984d8926887694111ed09f28c87261df7aab663f5dc493e215f,FileHash3
22d556db39bde212e6dbaa154e9bcf57527e7f51fa2f8f7a60f6d7109b94048e,FileHash3
3d74df40e3d2730941ff64f275217ae6d46b20d7fbbd04123bc156daf8f6e85c,FileHash3
62dec3fd2cdbc1374ec102d027f09423aa2affe1fb40ca05bf742f249ad7eb51,FileHash3
8198c8b5eaf43b726594df62127bcb1a4e0e46cf5cb9fa170b8d4ac2a4dad179,FileHash3
d5a44380e4f7c1096b1dddb6366713aa8ecb76ef36f19079087fc76567588977,FileHash3
192.225.226.196,IP
194.14.217.34,IP
27.255.79.17,IP
airjaldinet.ml,Domain
govm.tk,Domain
govu.ml,Domain
microsoft-ns1.com,Domain
api.microsoft-ns1.com,Domain
cloud.microsoft-ns1.com,Domain
home.microsoft-ns1.com,Domain
labour.govu.ml,Domain
poer.whoamis.info,Domain
safer.ddns.us,Domain
static.microsoft-ns1.com,Domain
update.microsoft-ns1.com,Domain
